account_id,member_id,service_address,service_city,service_state,start_date,end_date,billing_status_cd
300616,101808,833 Lynch Shores Apt. 001,Christianside,GA,2021-02-15,2021-11-17,CLOSED
300617,101304,237 Brenda Port Suite 643,Lake Thomas,NC,2019-01-17,,ACTIVE
300618,100667,46263 Cindy Plaza,Calvinland,NC,2023-10-21,2024-08-01,CLOSED
300619,100633,15899 Brown Orchard Suite 554,West Kirsten,TN,2021-05-01,,ACTIVE
300620,100353,6713 Cochran Green Apt. 675,Brandonmouth,GA,2023-05-23,,ACTIVE
300621,101741,657 Kelly Valleys,Wallsland,NC,2025-07-08,,ACTIVE
300622,100968,195 Hanson Cove Suite 372,Jenkinsshire,NC,2022-03-30,,ACTIVE
300623,101455,015 Brandon Falls,Lake Brian,SC,2022-07-25,,ACTIVE
300624,101209,45463 Elliott Forest,East Richard,NC,2025-03-01,,ACTIVE
300625,100630,125 Corey Avenue,Port Davidfurt,VA,2021-02-14,,ACTIVE
300626,100195,680 Kristen Valley Suite 519,Bradyport,VA,2023-07-17,,ACTIVE
300627,101474,6190 Walsh Camp,Bettyton,NC,2021-02-07,,ACTIVE
300628,101350,924 Richard Trafficway Apt. 830,Riveraland,SC,2022-10-07,,ACTIVE
300629,101111,8334 Catherine Mountain Suite 346,New Nicole,NC,2025-02-03,2025-08-02,CLOSED
300630,101775,262 Jessica Crescent Apt. 343,Beckmouth,TN,2020-12-02,,ACTIVE
300631,100469,0621 Robertson Gateway,Stevenmouth,NC,2021-12-01,,ACTIVE
300632,101582,79273 Smith Park,South Christopherfurt,NC,2024-08-24,,ACTIVE
300633,100025,0232 Ruben Circle,North Janice,SC,2024-06-25,,ACTIVE
300634,101700,010 Jackson Passage,West Kellyborough,TN,2018-09-30,,ACTIVE
300635,100641,791 Bryan Freeway,Lake Charlesstad,TN,2019-06-29,2022-03-19,CLOSED
300636,100207,08808 Joyce Ranch Apt. 544,Port Nicholasberg,VA,2024-01-04,,ACTIVE
300637,100562,946 Moore Track Suite 300,West James,NC,2021-09-17,,ACTIVE
300638,100232,8175 Diana Common Suite 768,Susantown,NC,2023-02-20,,ACTIVE
300639,101355,5411 Choi Ford,Karenfurt,NC,2023-02-10,2023-06-16,CLOSED
300640,100028,606 Brown Corner,Laurieside,NC,2026-01-12,2026-04-19,CLOSED
300641,100764,3988 Jessica Mountains,Chandlerland,SC,2025-03-19,2026-06-30,CLOSED
300642,100290,9027 Katie Lights Suite 420,West Tammyview,NC,2023-04-16,,ACTIVE
300643,101380,45324 Gilbert Lock Apt. 971,Lake Jamesfurt,TN,2020-02-01,2020-08-28,CLOSED
300644,100287,01983 Montgomery Place,Terrystad,NC,2024-03-31,,ACTIVE
300645,100662,1721 Angela Walk,New Teresaport,NC,2019-08-02,,ACTIVE
300646,101950,7896 Gabrielle Mountains,Castroborough,NC,2024-12-10,,ACTIVE
300647,100581,30902 David Dale Apt. 141,Robertborough,NC,2024-12-22,2025-09-30,CLOSED
300648,101971,123 Leon Stravenue Apt. 508,South Daniel,TN,2020-02-26,,ACTIVE
300649,100059,7002 Morales Heights Apt. 292,North Davidstad,SC,2023-07-30,,ACTIVE
300650,100134,46040 James Landing Apt. 347,South James,NC,2025-09-26,,ACTIVE
300651,100964,293 Erik Mews Apt. 303,Bergerton,TN,2026-01-26,2026-06-30,CLOSED
300652,101454,124 Gary Ways Suite 488,New Sonyachester,FL,2022-02-23,,ACTIVE
300653,101499,3304 Michele Cove,South Julie,GA,2022-05-20,,ACTIVE
300654,101184,29462 Simmons Trafficway Suite 504,Mosesfurt,NC,2018-01-15,,ACTIVE
300655,101225,87808 Tasha Plaza,North Marie,NC,2023-02-13,,ACTIVE
300656,101694,4757 Danielle Mews,Martinshire,NC,2021-05-03,,ACTIVE
300657,101607,379 Theodore Ranch,New Kristine,NC,2024-10-29,2026-06-30,CLOSED
300658,101869,66294 Eric Plaza Apt. 823,Phillipsberg,NC,2024-03-15,,ACTIVE
300659,101534,98586 Savannah Ways Apt. 135,Perezburgh,NC,2023-07-28,,ACTIVE
300660,100782,43058 Heather Estates,Carlsonshire,NC,2023-07-06,,ACTIVE
300661,100532,62549 Wendy Mall,Anthonymouth,NC,2024-07-27,,ACTIVE
300662,100629,601 Fields Curve,South Keithview,NC,2018-01-18,,CLOSED
300663,100427,630 Davis Springs,Jonesfort,TN,2024-10-29,,ACTIVE
300664,100535,505 Kim Park Apt. 630,North Barbarashire,NC,2018-06-21,,ACTIVE
300665,100180,980 Troy Village Apt. 756,Samanthaburgh,NC,2023-01-19,,ACTIVE
300666,101102,52597 Andrew Ridge,New Traciburgh,SC,2019-07-31,,ACTIVE
300667,101697,680 Julia Cliff,North Wyattfurt,NC,2019-06-07,,ACTIVE
300668,101908,5456 Johnson Pike,Atkinsonfurt,SC,2020-03-31,,ACTIVE
300669,100371,5581 Davis Lodge,East Baileybury,NC,2021-10-09,,ACTIVE
300670,100398,881 Kaitlyn Squares Apt. 492,Richardfort,GA,2018-10-25,,ACTIVE
300671,101428,36767 Jackson Viaduct Suite 576,West Joshuaburgh,GA,2024-03-29,,ACTIVE
300672,101461,64689 Laura Port,Port Jamie,SC,2019-06-18,,ACTIVE
300673,101574,44700 Heath Rapids Apt. 776,South Steveshire,NC,2025-08-07,,ACTIVE
300674,100215,2135 Ellison Inlet,Sarahside,GA,2022-09-13,,ACTIVE
300675,101418,63775 Miller Union,Matthewfort,VA,2025-12-20,,ACTIVE
300676,100063,53163 Wendy Passage,Brightview,FL,2019-06-08,,ACTIVE
300677,100287,1674 Wang Greens,South Melodychester,NC,2023-01-13,,ACTIVE
300678,101546,0919 Kevin Passage,New Holly,NC,2023-08-09,,ACTIVE
300679,100918,2202 Carroll Overpass Apt. 120,West Herbertview,NC,2019-03-17,,ACTIVE
300680,100188,9690 Alyssa Street Apt. 250,Shannonshire,NC,2019-03-09,,ACTIVE
300681,101679,1309 Houston Stream,East Elizabeth,NC,2020-02-05,,ACTIVE
300682,100896,359 David Rapids,Allenburgh,NC,2023-02-22,,ACTIVE
300683,100948,49247 Albert Knoll,Smithside,SC,2022-11-28,,ACTIVE
300684,100985,072 Erin Burg Suite 036,Nicoleside,NC,2025-03-01,,ACTIVE
300685,100990,66129 Devin Place,Port Brandon,NC,2024-01-10,,ACTIVE
300686,100796,327 Holland Hills Apt. 714,Hawkinsmouth,NC,2018-10-21,,ACTIVE
300687,101797,728 Gallegos Center Suite 342,East Margaret,NC,2018-11-05,2019-09-24,CLOSED
300688,101485,2394 Angel Isle Apt. 289,South Erinborough,NC,2024-11-15,,ACTIVE
300689,101106,950 Mata Bridge Apt. 682,New Maureen,GA,2019-05-14,,CLOSED
300690,100815,9389 Blake Prairie Suite 796,Higginsside,SC,2021-06-10,,ACTIVE
300691,100825,7037 Shaffer Square Apt. 015,East Lindsayborough,NC,2018-10-08,,ACTIVE
300692,100037,3172 Johnson Vista,Port Noahview,NC,2020-12-28,,ACTIVE
300693,101070,999 Ashley Summit Suite 628,North Kennethside,TN,2020-12-21,,ACTIVE
300694,100518,2080 Fowler Plaza Suite 351,Jenningsfurt,NC,2019-02-03,,ACTIVE
300695,101257,9853 Hannah Forks Suite 483,Emilyburgh,SC,2024-06-17,,ACTIVE
300696,101249,788 Michael Union Apt. 090,Andersonshire,VA,2020-03-21,2021-12-06,CLOSED
300697,101297,756 Johnathan Run,Port Bonnieberg,FL,2020-04-09,,ACTIVE
300698,101918,186 Alejandro Parkways Suite 762,Smithside,NC,2022-04-22,,ACTIVE
300699,100799,87373 Mueller Flats,Coxport,GA,2024-10-17,,ACTIVE
300700,101802,46520 Sarah Mountain,New Todd,NC,2020-01-25,,ACTIVE
300701,100529,6493 Derek Highway,Kennethside,SC,2018-05-25,,ACTIVE
300702,101609,9666 Dustin Springs,West Devinburgh,NC,2025-03-09,,ACTIVE
300703,101150,1934 Nolan Valleys,Port Lauratown,NC,2018-06-12,2019-02-22,CLOSED
300704,101195,135 Hannah Square Suite 687,New Susanfurt,GA,2018-10-04,,ACTIVE
300705,100533,2112 Justin Lights,South Jacobfurt,VA,2021-10-09,,ACTIVE
300706,100838,211 Sherri Park,Brendastad,SC,2018-07-31,,ACTIVE
300707,101675,5228 Danny Mount,Josephview,SC,2023-09-07,,ACTIVE
300708,101501,606 Ashley Viaduct,Rodriguezfort,FL,2021-01-05,,ACTIVE
300709,100441,1539 Emily Shore,South Kenneth,FL,2025-08-15,,ACTIVE
300710,100023,01518 Jo View,Lake Kevinview,NC,2024-01-03,,ACTIVE
300711,100724,757 Williamson Terrace,Lake Kevin,NC,2018-10-28,2020-01-13,CLOSED
300712,100015,22744 Zuniga Cape Apt. 435,Johnsonton,VA,2020-09-01,2023-02-04,CLOSED
300713,100289,552 Sweeney Locks,Woodhaven,NC,2022-10-17,,ACTIVE
300714,100570,6869 Wilson Canyon Apt. 900,Port Meredith,NC,2024-08-09,2026-06-30,CLOSED
300715,100433,225 Haley Skyway,Maxmouth,GA,2019-11-11,,ACTIVE
300716,101017,9785 Lee Cliff Apt. 385,Port Josephmouth,VA,2020-02-19,,ACTIVE
300717,100456,969 Brian Crossing Apt. 088,North Melissachester,NC,2024-02-20,,ACTIVE
300718,101236,726 Lam Roads Apt. 674,East Willie,NC,2023-06-01,2026-06-30,CLOSED
300719,101037,799 Taylor Plains,Lake Andrew,NC,2023-04-21,,ACTIVE
300720,101315,0382 Roth Plains,Hayesstad,NC,2024-05-04,,ACTIVE
300721,101951,51214 Mark Neck Suite 742,Port Benjamin,NC,2019-04-11,,ACTIVE
300722,101570,2457 Sarah Expressway,New Jose,NC,2019-12-28,,ACTIVE
300723,101143,86804 Kristine Burgs,West Cynthia,VA,2023-10-25,,ACTIVE
300724,100566,933 Justin Square Suite 877,Marktown,NC,2022-07-21,2023-12-31,CLOSED
300725,101366,571 Maria Lake Suite 040,Matthewtown,TN,2023-04-22,,ACTIVE
300726,100432,090 Matthews Throughway Suite 810,Romeroport,FL,2020-03-21,,ACTIVE
300727,101913,6333 Sean Lane Suite 705,Lake Michael,NC,2018-01-20,,ACTIVE
300728,100284,41672 Brooke Dam Apt. 614,Melissaburgh,NC,2022-02-18,,ACTIVE
300729,101007,438 Natalie Forge,Howardshire,NC,2024-04-12,,ACTIVE
300730,101195,07303 Sanders Ways,Port Anthonybury,FL,2020-05-27,2022-03-15,CLOSED
300731,101172,8973 Kathryn Locks,Heathershire,GA,2021-12-06,,CLOSED
300732,100021,96861 Alexis Estates,East Crystalview,NC,2023-11-08,,ACTIVE
300733,100920,3196 Craig Views Suite 238,Hendersonborough,SC,2018-10-02,,ACTIVE
300734,100551,58051 Gonzalez Curve,Hinesview,NC,2024-06-15,,ACTIVE
300735,101819,6135 Jonathan Roads Suite 048,East Dylan,SC,2024-04-13,,ACTIVE
300736,101329,95991 Matthew Pine Suite 983,Pamelachester,NC,2022-07-31,,ACTIVE
300737,100162,15566 Ward Drive Suite 301,North Howardview,SC,2019-05-18,,ACTIVE
300738,100816,4853 Samantha Road Suite 030,East Peter,NC,2019-10-19,,ACTIVE
300739,100588,8034 Claudia Mountain Suite 508,Arellanoville,SC,2025-04-27,,ACTIVE
300740,100384,83573 Graham Overpass,Veronicamouth,TN,2024-05-02,,ACTIVE
300741,101632,474 Michael Center Suite 428,South Fernandoville,NC,2020-02-29,,ACTIVE
300742,101140,92117 Veronica Stravenue,Angelaville,FL,2024-09-05,,ACTIVE
300743,100412,32570 Johnson Spur Apt. 425,Williamston,GA,2024-05-06,2024-10-21,CLOSED
300744,100689,0077 Melissa Throughway Suite 943,Heidiview,SC,2019-06-29,,ACTIVE
300745,101216,163 Timothy Neck Apt. 471,New Joseph,VA,2023-09-09,,ACTIVE
300746,101623,2944 Jackson Pass,Lisachester,SC,2022-03-31,,ACTIVE
300747,101227,37002 Gutierrez Union,East Gwendolyn,TN,2022-09-10,,ACTIVE
300748,101004,229 Phillips Knolls Apt. 842,Sophialand,NC,2021-11-17,,ACTIVE
300749,100176,664 Moreno Turnpike Apt. 525,West Chelseaburgh,SC,2020-07-09,,ACTIVE
300750,100019,3031 Kim Point Suite 189,Smithport,NC,2019-06-18,,ACTIVE
300751,100703,30984 Samantha Lodge Suite 993,New Sabrinaport,NC,2022-05-20,,ACTIVE
300752,100147,70821 Payne Springs,Kendraport,GA,2024-10-28,,ACTIVE
300753,100311,575 Erin Street,Smithburgh,NC,2018-08-15,,ACTIVE
300754,101803,78385 Richard Branch Apt. 021,Jarvisville,TN,2024-07-11,,ACTIVE
300755,100417,8958 Daniel Mountains Apt. 878,North William,NC,2022-02-21,,ACTIVE
300756,100399,9722 Allen Dam,Whiteshire,NC,2023-08-12,2025-10-20,CLOSED
300757,101060,888 King Ridge,Barrettchester,NC,2018-04-29,,ACTIVE
300758,100433,60771 Marcus Cliff,Nathanhaven,SC,2023-03-29,,ACTIVE
300759,100651,903 Tracy Parkway,South Samuel,SC,2020-11-26,,ACTIVE
300760,101873,79191 Scott Throughway,Loriview,SC,2023-06-08,,ACTIVE
300761,101960,952 Thomas Mill,Lake Williamberg,SC,2024-12-29,,ACTIVE
300762,101836,402 Allen Dale Apt. 599,Hicksville,NC,2021-07-24,,ACTIVE
300763,100204,4735 Kathleen Fields,Lucasburgh,NC,2020-08-05,,ACTIVE
300764,100272,16982 Patricia Square Apt. 737,Ralphfurt,TN,2025-08-31,,ACTIVE
300765,100622,557 Karen Curve,East Michaelside,FL,2021-07-04,2021-09-13,CLOSED
300766,101245,549 Terri Bridge Suite 757,Samanthaside,SC,2021-08-14,,ACTIVE
300767,101741,10200 Andersen Mountain,North Michelle,NC,2024-11-09,,ACTIVE
300768,100619,87338 Amber Field Suite 284,Williamberg,TN,2022-11-05,,ACTIVE
300769,100356,3083 Mack Villages Suite 685,Shannonberg,GA,2021-02-14,,ACTIVE
300770,100273,8130 Griffin Shoals Suite 160,Port Tammymouth,VA,2021-06-06,,ACTIVE
300771,100482,93737 Christina Place,Lake Joshuashire,NC,2020-01-27,,ACTIVE
300772,100468,3539 Ortiz Loop Apt. 971,New Stevenside,GA,2019-10-20,,ACTIVE
300773,100502,266 Roberson Plains Suite 100,Port Normamouth,NC,2025-07-29,,ACTIVE
300774,100554,76063 Jennifer Inlet Suite 440,Rogermouth,NC,2018-08-23,,ACTIVE
300775,100145,41521 Jeremy Ways Suite 911,West Troy,VA,2022-04-08,,ACTIVE
300776,101968,66945 Fox Street,North Stephanieport,NC,2024-03-21,,ACTIVE
300777,100490,221 Frye Cliff Suite 281,North Karen,GA,2025-06-05,,ACTIVE
300778,100840,7462 Carter Common Suite 235,North James,SC,2020-04-27,,ACTIVE
300779,100618,9616 Mary Trail,Goodmantown,NC,2022-12-18,,ACTIVE
300780,100028,55512 Hendricks Well,Montgomeryburgh,NC,2018-07-16,,ACTIVE
300781,100150,5932 Richard Inlet,East Tonychester,VA,2024-05-15,2026-06-30,CLOSED
300782,101068,404 Charles Track Apt. 494,Lake Alex,NC,2024-10-18,,ACTIVE
300783,101414,5508 Brian Rest Apt. 210,Kristinhaven,NC,2022-09-08,,ACTIVE
300784,100615,5487 Rogers Pines,Pamelamouth,SC,2018-03-02,,ACTIVE
300785,101503,87578 Joshua Streets Apt. 050,Pittmanland,TN,2020-11-21,,ACTIVE
300786,100185,8235 Dylan Forks,Harristown,NC,2024-02-25,,ACTIVE
300787,100141,394 Amanda Corner,North Charlesstad,SC,2024-05-31,,ACTIVE
300788,101092,62556 Wilson Turnpike Suite 476,Reedport,NC,2018-01-15,,ACTIVE
300789,100214,77980 Rachel Avenue Suite 160,Grantville,NC,2018-10-23,2019-11-12,CLOSED
300790,101388,68389 Ward Viaduct,South Brandonmouth,GA,2023-08-31,,ACTIVE
300791,101633,5616 Jennifer Mission Apt. 124,Richardshire,NC,2025-11-28,,ACTIVE
300792,100924,90925 Heather Orchard,Gwendolynstad,NC,2024-11-21,,ACTIVE
300793,100888,557 Tammy Village Apt. 926,Potterberg,VA,2023-03-25,,ACTIVE
300794,101200,7890 Jennifer Locks,Murrayview,NC,2020-06-22,,CLOSED
300795,101032,597 Clark Loop Suite 220,East Danielmouth,NC,2023-01-20,,ACTIVE
300796,101298,02297 Fuller Cape,Leetown,VA,2019-09-07,,ACTIVE
300797,100148,7128 Blankenship Loop,Michaelbury,TN,2019-12-09,,ACTIVE
300798,101713,58942 John Roads,Ashleyville,FL,2022-07-30,,ACTIVE
300799,100608,612 Silva Coves,East Cheryl,TN,2020-08-15,,ACTIVE
300800,101060,5540 Cain Station Suite 828,Jacksonside,GA,2025-03-27,,ACTIVE
300801,100965,918 Latoya Squares Suite 653,Brandiport,NC,2022-11-29,,CLOSED
300802,100300,795 Hoffman Cliff,Lake Crystal,VA,2020-05-14,2022-11-01,CLOSED
300803,100290,6598 Estes Mission Suite 368,New Kendra,TN,2020-05-20,,ACTIVE
300804,101999,268 Lisa Lodge Suite 141,East Alexisberg,SC,2020-04-09,,ACTIVE
300805,100844,33952 Marcia Forges Apt. 118,East Ryan,NC,2022-06-15,2024-05-25,CLOSED
300806,101158,02204 Noble Green Apt. 710,South David,NC,2022-07-05,,ACTIVE
300807,100046,0247 Kelly Neck,Shawnburgh,SC,2022-11-18,,ACTIVE
300808,101476,4586 Michele Trail Suite 669,New Sherrychester,NC,2023-11-05,2026-04-13,CLOSED
300809,101222,275 Cameron Trail Suite 244,East Lesliemouth,NC,2024-01-16,,ACTIVE
300810,100357,3165 Marie Creek Apt. 128,Ritterstad,SC,2022-11-20,,ACTIVE
300811,100520,0218 Randy Springs Suite 755,Loribury,GA,2025-02-25,,ACTIVE
300812,100105,2641 Nicholas Stravenue,Mariaton,VA,2025-06-05,,ACTIVE
300813,101653,24823 Myers Overpass Suite 809,New Denise,NC,2023-08-15,,ACTIVE
300814,100550,710 Eugene Plain,Lake Edgar,NC,2022-12-03,,ACTIVE
300815,100056,557 Price Rapids Suite 503,North George,SC,2018-10-31,,ACTIVE
300816,101293,79013 Kyle Row,Rogerstown,NC,2020-09-07,,ACTIVE
300817,100112,091 Ramsey Place Apt. 090,Williamsland,NC,2023-06-09,,ACTIVE
300818,100348,9755 Aaron Prairie,East Heidichester,NC,2024-01-17,,ACTIVE
300819,100649,735 Sarah Ports Suite 038,Wadeshire,TN,2018-01-04,2021-01-25,CLOSED
300820,101245,46045 Hanson Walk,North Ronaldmouth,NC,2020-04-24,,ACTIVE
300821,100691,2588 Hayes Manors Apt. 967,Port Courtneymouth,FL,2021-01-23,,ACTIVE
300822,100928,896 Charlene Viaduct,Richardfort,NC,2022-10-08,,ACTIVE
300823,100180,538 Kelsey Knoll Apt. 383,Port Maryville,FL,2018-05-11,,ACTIVE
300824,100686,211 Leonard Viaduct Apt. 707,Port Melissaside,NC,2025-03-21,,ACTIVE
300825,101820,6045 Daniel Camp Suite 366,New Patrick,NC,2023-08-13,,ACTIVE
300826,101215,6083 Christopher Inlet Apt. 189,South Debraborough,NC,2022-04-06,,ACTIVE
300827,100081,319 Ortiz Turnpike,Rachaelberg,GA,2022-10-15,,ACTIVE
300828,101500,259 Caitlin Mountains,Lake George,NC,2019-11-08,,ACTIVE
300829,100984,31198 Ellis Row Apt. 078,Dwaynemouth,NC,2022-10-27,2025-09-04,CLOSED
300830,100320,39984 Deborah Stravenue Suite 151,Lake Scott,NC,2019-03-24,,ACTIVE
300831,100142,67832 Allen Crescent,Smithburgh,VA,2018-12-25,,ACTIVE
300832,100059,98913 Diane Falls,Jenniferhaven,NC,2021-08-03,,ACTIVE
300833,101483,955 Espinoza Village Apt. 644,Rodriguezfort,NC,2025-04-22,,ACTIVE
300834,100587,3402 Taylor Mountain Suite 576,Brittanyside,GA,2020-10-16,,ACTIVE
300835,100648,572 Carol Fort Apt. 440,Juliestad,GA,2018-12-17,,ACTIVE
300836,100682,0411 Joseph Meadows Suite 944,Lake Scottmouth,NC,2022-12-10,,ACTIVE
300837,100409,063 Jonathan Ports,North Jacquelinechester,SC,2018-06-18,2020-12-24,CLOSED
300838,101736,3367 Theresa Fork,Lake Steventon,VA,2022-11-11,,ACTIVE
300839,101360,290 Deborah Lock,Lake Carol,GA,2020-04-30,,ACTIVE
300840,100765,3829 Patrick Corner Suite 726,Tinaview,SC,2021-12-12,,ACTIVE
300841,100154,341 Miller Ramp Suite 989,Chadchester,GA,2018-11-18,,ACTIVE
300842,100122,2808 Eric Gateway Apt. 587,Port Georgeland,SC,2025-11-21,,ACTIVE
300843,100615,0135 Mckay Fords Apt. 027,East Christine,SC,2019-05-03,,ACTIVE
300844,100089,74867 Jacob Way Apt. 303,West Beckyfurt,SC,2023-07-17,,ACTIVE
300845,100628,38225 Johnson Spurs Apt. 619,Gonzalezborough,NC,2023-02-15,,ACTIVE
300846,101412,752 Park Fords Suite 982,North Julieville,FL,2024-05-09,,ACTIVE
300847,100627,8734 Washington Course Apt. 301,Lesliestad,VA,2025-07-15,,ACTIVE
300848,101982,918 Lang Terrace,New Richardton,GA,2022-04-18,2026-02-26,CLOSED
300849,101382,012 Ana Junction Suite 404,Jamieborough,VA,2018-07-31,,ACTIVE
300850,100935,907 Randall Ford Suite 293,New Kimberlyfurt,TN,2022-05-31,,ACTIVE
300851,100705,0375 James Prairie,New Franciscoshire,NC,2023-10-19,,ACTIVE
300852,101517,21839 Kenneth Estate,Garciamouth,VA,2025-09-14,,ACTIVE
300853,101144,530 Cynthia Fords,North Julia,FL,2019-10-30,,ACTIVE
300854,100858,31435 White Fork,West Jacobberg,SC,2018-01-16,,ACTIVE
300855,101499,852 Thomas Alley,Michaeltown,NC,2020-09-17,2023-11-25,CLOSED
300856,101324,6653 Gregory Plaza Suite 873,Turnertown,SC,2018-06-20,,ACTIVE
300857,100619,0166 Theodore Fork,West Mark,SC,2021-07-28,,ACTIVE
300858,100623,90010 Winters Cape,East Tonyafort,GA,2022-08-04,,ACTIVE
300859,100027,20603 Choi Place,Lake Donna,TN,2018-11-04,,ACTIVE
300860,101739,300 Williams Mountain,Brendaton,NC,2023-05-22,,ACTIVE
300861,100588,505 Tapia Via Suite 775,East Benjamin,NC,2024-02-08,,ACTIVE
300862,100503,686 Valerie Isle,Garciatown,SC,2020-04-27,,ACTIVE
300863,101034,34162 Angel Plains Suite 710,Jeremyberg,VA,2018-11-07,,ACTIVE
300864,101179,0396 Hayden Path Apt. 310,Tylerburgh,NC,2019-10-31,,ACTIVE
300865,100228,7079 Thornton Hill,Jessicatown,NC,2020-06-15,,ACTIVE
300866,100608,548 Thornton Brook,Whitakerbury,GA,2020-09-17,,ACTIVE
300867,101841,0639 Valentine Field,East Holly,NC,2023-12-26,2026-06-30,CLOSED
300868,101999,3751 Sarah Mount Suite 678,Lake Robinport,NC,2020-02-22,,ACTIVE
300869,100292,8354 Brewer Islands,Danielmouth,SC,2018-01-13,2021-07-24,CLOSED
300870,101004,1225 Mullins Points,North Jamesberg,GA,2018-01-01,,ACTIVE
300871,100098,1518 Amy Ways,New Davidberg,NC,2020-11-30,,ACTIVE
300872,101658,897 Ellison Spurs,Timothymouth,NC,2022-06-15,,ACTIVE
300873,100060,23118 Morgan Pass,New Stephenside,FL,2024-11-14,,ACTIVE
300874,100171,80959 Hill Summit Apt. 199,Maryton,SC,2025-02-27,,ACTIVE
300875,100139,25252 Melissa Isle,East Sharon,NC,2025-09-18,2026-01-23,CLOSED
300876,100423,407 Deanna Trace Apt. 053,Daughertyfurt,NC,2018-02-04,,ACTIVE
300877,100594,860 Williams Stream Suite 545,North Loriborough,GA,2022-12-08,,ACTIVE
300878,101840,21070 Bauer Fork,Grantside,SC,2020-05-29,2021-04-10,CLOSED
300879,100555,267 Bauer Roads,West Eric,NC,2018-03-30,,ACTIVE
300880,100664,77514 Steven Knolls Apt. 108,East Isabel,GA,2024-01-10,2026-06-30,CLOSED
300881,100166,096 Jackson Ways,West Paulport,NC,2020-07-26,,ACTIVE
300882,100445,93288 Williams Points Suite 628,Jamesfurt,VA,2024-07-31,,ACTIVE
300883,101912,33943 Stafford Lodge Apt. 971,North Jeffrey,TN,2020-07-25,,ACTIVE
300884,101695,21751 Peterson Tunnel Suite 079,East Aaron,VA,2025-04-17,,CLOSED
300885,101175,73535 Jennifer Stravenue Suite 758,Jamesview,NC,2022-04-27,,ACTIVE
300886,101299,93853 Hess Hollow Apt. 134,Morenoberg,NC,2020-11-23,,ACTIVE
300887,100032,829 Brown Alley Suite 601,West Steventown,NC,2020-03-21,2022-07-17,CLOSED
300888,100839,7343 Blake Square Apt. 683,Lake Laurenland,VA,2020-12-25,2024-10-15,CLOSED
300889,101622,97127 Hamilton Roads Suite 779,Sarahshire,SC,2024-10-14,,ACTIVE
300890,100212,21546 Alexander Heights Suite 251,West Carrie,NC,2021-06-23,,ACTIVE
300891,100150,4519 Russell Junction Apt. 142,Richardsonshire,NC,2024-05-25,,ACTIVE
300892,100816,543 Alexandra Greens,Garciastad,NC,2023-06-18,,ACTIVE
300893,100064,58311 Hernandez Harbor Suite 100,West Daniel,GA,2023-07-11,2024-10-22,CLOSED
300894,101614,990 Margaret Fords,Port Michael,TN,2018-10-21,,ACTIVE
300895,100158,470 Richards Lights,New Bradyland,NC,2021-02-14,,ACTIVE
300896,101314,6149 Martin Expressway Suite 954,Lake Davidchester,SC,2023-11-10,2024-11-12,CLOSED
300897,101738,965 Anne Shoal Apt. 883,North Charles,NC,2019-11-20,,ACTIVE
300898,100390,706 Thomas Stravenue Suite 942,New Rachel,FL,2018-10-03,,ACTIVE
300899,100225,50925 Randolph Station,North Adrianafurt,NC,2025-02-26,,ACTIVE
300900,101242,693 Buckley Shoal Suite 317,Duranborough,VA,2020-06-23,,ACTIVE
300901,100815,32772 Clark Bridge,New Samuel,VA,2020-05-02,,ACTIVE
300902,101083,296 Deanna Islands Suite 521,South Angelatown,NC,2018-12-12,,ACTIVE
300903,100787,4887 Kurt Court Suite 721,Calhounfurt,NC,2019-03-13,,ACTIVE
300904,101985,31290 Keith Groves Suite 536,Hansenton,NC,2024-12-15,,ACTIVE
300905,100768,8204 Martinez Isle,East Charlesview,NC,2018-09-03,,ACTIVE
300906,100232,80580 Sanchez Rapids,Cartershire,GA,2023-08-01,,ACTIVE
300907,101476,669 Spencer Lakes,Lisashire,NC,2022-01-30,,ACTIVE
300908,101545,064 Davis Expressway Suite 188,West Jamieburgh,SC,2024-08-25,,ACTIVE
300909,100253,200 Amber Landing,Williamsfurt,SC,2023-03-06,,ACTIVE
300910,100932,550 Justin Creek Apt. 950,East Matthew,NC,2020-05-15,,ACTIVE
300911,101048,7070 Wilson Alley Suite 516,Tracyburgh,SC,2018-02-23,,ACTIVE
300912,101247,022 Chan Spur Suite 703,Wardburgh,VA,2020-02-09,,ACTIVE
300913,100025,1510 Garcia Mews,Margaretside,NC,2021-12-03,,ACTIVE
300914,100676,7304 Jason Passage,Lake Chelsea,FL,2025-02-24,,ACTIVE
300915,101732,147 Jones Village Suite 392,Haletown,NC,2018-09-17,,ACTIVE
300916,100528,025 Foster Mission Apt. 254,North Scott,NC,2022-07-11,,ACTIVE
300917,101245,618 Christopher Radial Apt. 353,North Justinland,NC,2024-09-20,,ACTIVE
300918,100784,051 Moreno Drive,New Kristatown,VA,2024-05-05,,ACTIVE
300919,100776,6380 Patricia Keys Suite 849,South Jeffreyview,SC,2023-04-06,2026-06-30,CLOSED
300920,101181,4729 Terri Meadow,Johnsonton,SC,2023-05-21,,ACTIVE
300921,101857,6515 Nicholas Mission Suite 063,Ginaland,NC,2026-01-09,,ACTIVE
300922,101683,8481 Ruth Springs,New Nicolemouth,NC,2023-10-20,,ACTIVE
300923,100848,058 Earl Tunnel Apt. 142,Port Samanthamouth,NC,2023-05-21,,ACTIVE
300924,100560,99196 Rivera Harbor,Ortizstad,NC,2020-10-20,,ACTIVE
300925,100401,55741 Christine Ports Suite 587,Mcbridetown,GA,2024-07-12,,ACTIVE
